Source,Target,Value
1610011,1630011,4
1610011,1630111,4
1610011,1631011,4
1610011,1631111,4
1610100,1610101,4
1610100,1610110,4
1610100,1610111,4
1610100,1611100,4
1610100,1611101,4
1610100,1611110,4
1610100,1611111,4
1610100,1620100,4
1610100,1620101,4
1610100,1620110,4
1610100,1620111,4
1610100,1621100,4
1610100,1621101,4
1610100,1621110,4
1610100,1621111,4
1610100,1630100,4
1610100,1630101,4
1610100,1630110,4
1610100,1630111,4
1610100,1631100,4
1610100,1631101,4
1610100,1631110,4
1610100,1631111,4
1610101,1610110,4
1610101,1611100,4
1610101,1611110,4
1610101,1620100,4
1610101,1620110,4
1610101,1621100,4
1610101,1621110,4
1610101,1630100,4
1610101,1630110,4
1610101,1631100,4
1610101,1631110,4
1610101,2110101,4
1610101,2110111,4
1610101,2111101,4
1610101,2111111,4
1610101,2120101,4
1610101,2120111,4
1610101,2121101,4
1610101,2121111,4
1610101,2130101,4
1610101,2130111,4
1610101,2131101,4
1610101,2131111,4
1610110,1611100,4
1610110,1611101,4
1610110,1620100,4
1610110,1620101,4
1610110,1621100,4
1610110,1621101,4
1610110,1630100,4
1610110,1630101,4
1610110,1631100,4
1610110,1631101,4
1610110,2110110,4
1610110,2110111,4
1610110,2111110,4
1610110,2111111,4
1610110,2120110,4
1610110,2120111,4
1610110,2121110,4
1610110,2121111,4
1610110,2130110,4
1610110,2130111,4
1610110,2131110,4
1610110,2131111,4
1610111,1611011,4
1610111,1611100,4
1610111,1620011,4
1610111,1620100,4
1610111,1621011,4
1610111,1621100,4
1610111,1630011,4
1610111,1630100,4
1610111,1631011,4
1610111,1631100,4
1610111,2110101,4
1610111,2110110,4
1610111,2111101,4
1610111,2111110,4
1610111,2120101,4
1610111,2120110,4
1610111,2121101,4
1610111,2121110,4
1610111,2130101,4
1610111,2130110,4
1610111,2131101,4
1610111,2131110,4
1611001,1611011,4
1611001,1611101,4
1611001,1611111,4
1611001,1621001,4
1611001,1621011,4
1611001,1621101,4
1611001,1621111,4
1611001,1631001,4
1611001,1631011,4
1611001,1631101,4
1611001,1631111,4
1611011,1611101,4
1611011,1620011,4
1611011,1620111,4
1611011,1621001,4
1611011,1621101,4
1611011,1630011,4
1611011,1630111,4
1611011,1631001,4
1611011,1631101,4
1611100,1620100,4
1611100,1620101,4
1611100,1620110,4
1611100,1620111,4
1611100,1630100,4
1611100,1630101,4
1611100,1630110,4
1611100,1630111,4
1611101,1620100,4
1611101,1620110,4
1611101,1621001,4
1611101,1621011,4
1611101,1630100,4
1611101,1630110,4
1611101,1631001,4
1611101,1631011,4
1611101,2110101,4
1611101,2110111,4
1611101,2111101,4
1611101,2111111,4
1611101,2120101,4
1611101,2120111,4
1611101,2121101,4
1611101,2121111,4
1611101,2130101,4
1611101,2130111,4
1611101,2131101,4
1611101,2131111,4
1611110,1620100,4
1611110,1620101,4
1611110,1630100,4
1611110,1630101,4
1611110,2110110,4
1611110,2110111,4
1611110,2111110,4
1611110,2111111,4
1611110,2120110,4
1611110,2120111,4
1611110,2121110,4
1611110,2121111,4
1611110,2130110,4
1611110,2130111,4
1611110,2131110,4
1611110,2131111,4
1611111,1620011,4
1611111,1620100,4
1611111,1621001,4
1611111,1630011,4
1611111,1630100,4
1611111,1631001,4
1611111,2110101,4
1611111,2110110,4
1611111,2111101,4
1611111,2111110,4
1611111,2120101,4
1611111,2120110,4
1611111,2121101,4
1611111,2121110,4
1611111,2130101,4
1611111,2130110,4
1611111,2131101,4
1611111,2131110,4
1620011,1620111,4
1620011,1621011,4
1620011,1621111,4
1620011,1630011,4
1620011,1630111,4
1620011,1631011,4
1620011,1631111,4
1620100,1620101,4
1620100,1620110,4
1620100,1620111,4
1620100,1621100,4
1620100,1621101,4
1620100,1621110,4
1620100,1621111,4
1620100,1630100,4
1620100,1630101,4
1620100,1630110,4
1620100,1630111,4
1620100,1631100,4
1620100,1631101,4
1620100,1631110,4
1620100,1631111,4
1620101,1620110,4
1620101,1621100,4
1620101,1621110,4
1620101,1630100,4
1620101,1630110,4
1620101,1631100,4
1620101,1631110,4
1620101,2110101,4
1620101,2110111,4
1620101,2111101,4
1620101,2111111,4
1620101,2120101,4
1620101,2120111,4
1620101,2121101,4
1620101,2121111,4
1620101,2130101,4
1620101,2130111,4
1620101,2131101,4
1620101,2131111,4
1620110,1621100,4
1620110,1621101,4
1620110,1630100,4
1620110,1630101,4
1620110,1631100,4
1620110,1631101,4
1620110,2110110,4
1620110,2110111,4
1620110,2111110,4
1620110,2111111,4
1620110,2120110,4
1620110,2120111,4
1620110,2121110,4
1620110,2121111,4
1620110,2130110,4
1620110,2130111,4
1620110,2131110,4
1620110,2131111,4
1620111,1621011,4
1620111,1621100,4
1620111,1630011,4
1620111,1630100,4
1620111,1631011,4
1620111,1631100,4
1620111,2110101,4
1620111,2110110,4
1620111,2111101,4
1620111,2111110,4
1620111,2120101,4
1620111,2120110,4
1620111,2121101,4
1620111,2121110,4
1620111,2130101,4
1620111,2130110,4
1620111,2131101,4
1620111,2131110,4
1621001,1621011,4
1621001,1621101,4
1621001,1621111,4
1621001,1631001,4
1621001,1631011,4
1621001,1631101,4
1621001,1631111,4
1621011,1621101,4
1621011,1630011,4
1621011,1630111,4
1621011,1631001,4
1621011,1631101,4
1621100,1630100,4
1621100,1630101,4
1621100,1630110,4
1621100,1630111,4
1621101,1630100,4
1621101,1630110,4
1621101,1631001,4
1621101,1631011,4
1621101,2110101,4
1621101,2110111,4
1621101,2111101,4
1621101,2111111,4
1621101,2120101,4
1621101,2120111,4
1621101,2121101,4
1621101,2121111,4
1621101,2130101,4
1621101,2130111,4
1621101,2131101,4
1621101,2131111,4
1621110,1630100,4
1621110,1630101,4
1621110,2110110,4
1621110,2110111,4
1621110,2111110,4
1621110,2111111,4
1621110,2120110,4
1621110,2120111,4
1621110,2121110,4
1621110,2121111,4
1621110,2130110,4
1621110,2130111,4
1621110,2131110,4
1621110,2131111,4
1621111,1630011,4
1621111,1630100,4
1621111,1631001,4
1621111,2110101,4
1621111,2110110,4
1621111,2111101,4
1621111,2111110,4
1621111,2120101,4
1621111,2120110,4
1621111,2121101,4
1621111,2121110,4
1621111,2130101,4
1621111,2130110,4
1621111,2131101,4
1621111,2131110,4
1630011,1630111,4
1630011,1631011,4
1630011,1631111,4
1630100,1630101,4
1630100,1630110,4
1630100,1630111,4
1630100,1631100,4
1630100,1631101,4
1630100,1631110,4
1630100,1631111,4
1630101,1630110,4
1630101,1631100,4
1630101,1631110,4
1630101,2110101,4
1630101,2110111,4
1630101,2111101,4
1630101,2111111,4
1630101,2120101,4
1630101,2120111,4
1630101,2121101,4
1630101,2121111,4
1630101,2130101,4
1630101,2130111,4
1630101,2131101,4
1630101,2131111,4
1630110,1631100,4
1630110,1631101,4
1630110,2110110,4
1630110,2110111,4
1630110,2111110,4
1630110,2111111,4
1630110,2120110,4
1630110,2120111,4
1630110,2121110,4
1630110,2121111,4
1630110,2130110,4
1630110,2130111,4
1630110,2131110,4
1630110,2131111,4
1630111,1631011,4
1630111,1631100,4
1630111,2110101,4
1630111,2110110,4
1630111,2111101,4
1630111,2111110,4
1630111,2120101,4
1630111,2120110,4
1630111,2121101,4
1630111,2121110,4
1630111,2130101,4
1630111,2130110,4
1630111,2131101,4
1630111,2131110,4
1631001,1631011,4
1631001,1631101,4
1631001,1631111,4
1631011,1631101,4
1631101,2110101,4
1631101,2110111,4
1631101,2111101,4
1631101,2111111,4
1631101,2120101,4
1631101,2120111,4
1631101,2121101,4
1631101,2121111,4
1631101,2130101,4
1631101,2130111,4
1631101,2131101,4
1631101,2131111,4
1631110,2110110,4
1631110,2110111,4
1631110,2111110,4
1631110,2111111,4
1631110,2120110,4
1631110,2120111,4
1631110,2121110,4
1631110,2121111,4
1631110,2130110,4
1631110,2130111,4
1631110,2131110,4
1631110,2131111,4
1631111,2110101,4
1631111,2110110,4
1631111,2111101,4
1631111,2111110,4
1631111,2120101,4
1631111,2120110,4
1631111,2121101,4
1631111,2121110,4
1631111,2130101,4
1631111,2130110,4
1631111,2131101,4
1631111,2131110,4
1810011,9110011,4
1810011,9110111,4
1810011,9111011,4
1810011,9111111,4
1810101,1830101,4
1810101,1830111,4
1810101,1831101,4
1810101,1831111,4
1810110,1810111,4
1810110,1811110,4
1810110,1811111,4
1810110,1820110,4
1810110,1820111,4
1810110,1821110,4
1810110,1821111,4
1810111,1811110,4
1810111,1820110,4
1810111,1821110,4
1810111,1830101,4
1810111,1831101,4
1810111,9110011,4
1810111,9111011,4
1810111,9120111,4
1810111,9121111,4
1810111,9130111,4
1810111,9131111,4
1811001,1831001,4
1811001,1831011,4
1811001,1831101,4
1811001,1831111,4
1811010,1811011,4
1811010,1811110,4
1811010,1811111,4
1811011,1811110,4
1811011,1831001,4
1811011,1831101,4
1811011,9110011,4
1811011,9110111,4
1811011,9111011,4
1811011,9111111,4
1811101,1830101,4
1811101,1830111,4
1811101,1831001,4
1811101,1831011,4
1811110,1820110,4
1811110,1820111,4
1811110,1821110,4
1811110,1821111,4
1811110,1831110,4
1811110,1831111,4
1811111,1820110,4
1811111,1821110,4
1811111,1830101,4
1811111,1831001,4
1811111,1831110,4
1811111,9110011,4
1811111,9111011,4
1811111,9120111,4
1811111,9121111,4
1811111,9130111,4
1811111,9131111,4
1820011,9110011,4
1820011,9110111,4
1820011,9111011,4
1820011,9111111,4
1820101,1830101,4
1820101,1830111,4
1820101,1831101,4
1820101,1831111,4
1820110,1820111,4
1820110,1821110,4
1820110,1821111,4
1820111,1821110,4
1820111,1830101,4
1820111,1831101,4
1820111,9110011,4
1820111,9111011,4
1820111,9120111,4
1820111,9121111,4
1820111,9130111,4
1820111,9131111,4
1821011,9110011,4
1821011,9110111,4
1821011,9111011,4
1821011,9111111,4
1821101,1830101,4
1821101,1830111,4
1821101,1831101,4
1821101,1831111,4
1821110,1821111,4
1821111,1830101,4
1821111,1831101,4
1821111,9110011,4
1821111,9111011,4
1821111,9120111,4
1821111,9121111,4
1821111,9130111,4
1821111,9131111,4
1830001,1830011,4
1830001,1830101,4
1830001,1830111,4
1830001,1831001,4
1830001,1831011,4
1830001,1831101,4
1830001,1831111,4
1830011,1830101,4
1830011,1831001,4
1830011,1831101,4
1830011,9110011,4
1830011,9110111,4
1830011,9111011,4
1830011,9111111,4
1830011,9120011,4
1830011,9120111,4
1830011,9121011,4
1830011,9121111,4
1830011,9130011,4
1830011,9130111,4
1830011,9131011,4
1830011,9131111,4
1830101,1831001,4
1830101,1831011,4
1830111,1831001,4
1830111,9110011,4
1830111,9111011,4
1830111,9120011,4
1830111,9121011,4
1830111,9130011,4
1830111,9131011,4
1831011,9110011,4
1831011,9110111,4
1831011,9111011,4
1831011,9111111,4
1831011,9120011,4
1831011,9120111,4
1831011,9121011,4
1831011,9121111,4
1831011,9130011,4
1831011,9130111,4
1831011,9131011,4
1831011,9131111,4
1831110,1831111,4
1831111,9110011,4
1831111,9111011,4
1831111,9120011,4
1831111,9121011,4
1831111,9130011,4
1831111,9131011,4
1910010,9730010,4
1910010,9730011,4
1910010,9730110,4
1910010,9730111,4
1910010,9731010,4
1910010,9731011,4
1910010,9731110,4
1910010,9731111,4
1910011,9730010,4
1910011,9730011,4
1910011,9730110,4
1910011,9730111,4
1910011,9731010,4
1910011,9731011,4
1910011,9731110,4
1910011,9731111,4
1910101,1910111,4
1910101,1911101,4
1910101,1911111,4
1910101,1920101,4
1910101,1920111,4
1910101,1921101,4
1910101,1921111,4
1910110,9210110,4
1910110,9210111,4
1910110,9211110,4
1910110,9211111,4
1910110,9220110,4
1910110,9220111,4
1910110,9221110,4
1910110,9221111,4
1910110,9230110,4
1910110,9230111,4
1910110,9231110,4
1910110,9231111,4
1910110,9710110,4
1910110,9710111,4
1910110,9711110,4
1910110,9711111,4
1910110,9720110,4
1910110,9720111,4
1910110,9721110,4
1910110,9721111,4
1910110,9730010,4
1910110,9730011,4
1910110,9731010,4
1910110,9731011,4
1910111,1911101,4
1910111,1920101,4
1910111,1921101,4
1910111,9210110,4
1910111,9211110,4
1910111,9220110,4
1910111,9221110,4
1910111,9230110,4
1910111,9231110,4
1910111,9710110,4
1910111,9710111,4
1910111,9711110,4
1910111,9711111,4
1910111,9720110,4
1910111,9720111,4
1910111,9721110,4
1910111,9721111,4
1910111,9730010,4
1910111,9730011,4
1910111,9731010,4
1910111,9731011,4
1911010,9711010,4
1911010,9711011,4
1911010,9711110,4
1911010,9711111,4
1911010,9721010,4
1911010,9721011,4
1911010,9721110,4
1911010,9721111,4
1911010,9730010,4
1911010,9730011,4
1911010,9730110,4
1911010,9730111,4
1911011,9211011,4
1911011,9211111,4
1911011,9221011,4
1911011,9221111,4
1911011,9231011,4
1911011,9231111,4
1911011,9711010,4
1911011,9711011,4
1911011,9711110,4
1911011,9711111,4
1911011,9721010,4
1911011,9721011,4
1911011,9721110,4
1911011,9721111,4
1911011,9730010,4
1911011,9730011,4
1911011,9730110,4
1911011,9730111,4
1911101,1920101,4
1911101,1920111,4
1911101,1931101,4
1911101,1931111,4
1911101,9211101,4
1911101,9211111,4
1911101,9221101,4
1911101,9221111,4
1911101,9231101,4
1911101,9231111,4
1911110,9210110,4
1911110,9210111,4
1911110,9220110,4
1911110,9220111,4
1911110,9230110,4
1911110,9230111,4
1911110,9710110,4
1911110,9710111,4
1911110,9711010,4
1911110,9711011,4
1911110,9720110,4
1911110,9720111,4
1911110,9721010,4
1911110,9721011,4
1911110,9730010,4
1911110,9730011,4
1911111,1920101,4
1911111,1931101,4
1911111,9210110,4
1911111,9211011,4
1911111,9211101,4
1911111,9220110,4
1911111,9221011,4
1911111,9221101,4
1911111,9230110,4
1911111,9231011,4
1911111,9231101,4
1911111,9710110,4
1911111,9710111,4
1911111,9711010,4
1911111,9711011,4
1911111,9720110,4
1911111,9720111,4
1911111,9721010,4
1911111,9721011,4
1911111,9730010,4
1911111,9730011,4
1920010,9730010,4
1920010,9730011,4
1920010,9730110,4
1920010,9730111,4
1920010,9731010,4
1920010,9731011,4
1920010,9731110,4
1920010,9731111,4
1920011,9730010,4
1920011,9730011,4
1920011,9730110,4
1920011,9730111,4
1920011,9731010,4
1920011,9731011,4
1920011,9731110,4
1920011,9731111,4
1920101,1920111,4
1920101,1921101,4
1920101,1921111,4
1920110,9210110,4
1920110,9210111,4
1920110,9211110,4
1920110,9211111,4
1920110,9220110,4
1920110,9220111,4
1920110,9221110,4
1920110,9221111,4
1920110,9230110,4
1920110,9230111,4
1920110,9231110,4
1920110,9231111,4
1920110,9710110,4
1920110,9710111,4
1920110,9711110,4
1920110,9711111,4
1920110,9720110,4
1920110,9720111,4
1920110,9721110,4
1920110,9721111,4
1920110,9730010,4
1920110,9730011,4
1920110,9731010,4
1920110,9731011,4
1920111,1921101,4
1920111,9210110,4
1920111,9211110,4
1920111,9220110,4
1920111,9221110,4
1920111,9230110,4
1920111,9231110,4
1920111,9710110,4
1920111,9710111,4
1920111,9711110,4
1920111,9711111,4
1920111,9720110,4
1920111,9720111,4
1920111,9721110,4
1920111,9721111,4
1920111,9730010,4
1920111,9730011,4
1920111,9731010,4
1920111,9731011,4
1921010,9711010,4
1921010,9711011,4
1921010,9711110,4
1921010,9711111,4
1921010,9721010,4
1921010,9721011,4
1921010,9721110,4
1921010,9721111,4
1921010,9730010,4
1921010,9730011,4
1921010,9730110,4
1921010,9730111,4
1921011,9211011,4
1921011,9211111,4
1921011,9221011,4
1921011,9221111,4
1921011,9231011,4
1921011,9231111,4
1921011,9711010,4
1921011,9711011,4
1921011,9711110,4
1921011,9711111,4
1921011,9721010,4
1921011,9721011,4
1921011,9721110,4
1921011,9721111,4
1921011,9730010,4
1921011,9730011,4
1921011,9730110,4
1921011,9730111,4
1921101,1931101,4
1921101,1931111,4
1921101,9211101,4
1921101,9211111,4
1921101,9221101,4
1921101,9221111,4
1921101,9231101,4
1921101,9231111,4
1921110,9210110,4
1921110,9210111,4
1921110,9220110,4
1921110,9220111,4
1921110,9230110,4
1921110,9230111,4
1921110,9710110,4
1921110,9710111,4
1921110,9711010,4
1921110,9711011,4
1921110,9720110,4
1921110,9720111,4
1921110,9721010,4
1921110,9721011,4
1921110,9730010,4
1921110,9730011,4
1921111,1931101,4
1921111,9210110,4
1921111,9211011,4
1921111,9211101,4
1921111,9220110,4
1921111,9221011,4
1921111,9221101,4
1921111,9230110,4
1921111,9231011,4
1921111,9231101,4
1921111,9710110,4
1921111,9710111,4
1921111,9711010,4
1921111,9711011,4
1921111,9720110,4
1921111,9720111,4
1921111,9721010,4
1921111,9721011,4
1921111,9730010,4
1921111,9730011,4
1930010,9710010,4
1930010,9710011,4
1930010,9710110,4
1930010,9710111,4
1930010,9711010,4
1930010,9711011,4
1930010,9711110,4
1930010,9711111,4
1930010,9720010,4
1930010,9720011,4
1930010,9720110,4
1930010,9720111,4
1930010,9721010,4
1930010,9721011,4
1930010,9721110,4
1930010,9721111,4
1930010,9730010,4
1930010,9730011,4
1930010,9730110,4
1930010,9730111,4
1930010,9731010,4
1930010,9731011,4
1930010,9731110,4
1930010,9731111,4
1930011,9710010,4
1930011,9710011,4
1930011,9710110,4
1930011,9710111,4
1930011,9711010,4
1930011,9711011,4
1930011,9711110,4
1930011,9711111,4
1930011,9720010,4
1930011,9720011,4
1930011,9720110,4
1930011,9720111,4
1930011,9721010,4
1930011,9721011,4
1930011,9721110,4
1930011,9721111,4
1930011,9730010,4
1930011,9730011,4
1930011,9730110,4
1930011,9730111,4
1930011,9731010,4
1930011,9731011,4
1930011,9731110,4
1930011,9731111,4
1930101,1930111,4
1930101,1931101,4
1930101,1931111,4
1930110,9210110,4
1930110,9210111,4
1930110,9211110,4
1930110,9211111,4
1930110,9230110,4
1930110,9230111,4
1930110,9231110,4
1930110,9231111,4
1930110,9710010,4
1930110,9710011,4
1930110,9711010,4
1930110,9711011,4
1930110,9720010,4
1930110,9720011,4
1930110,9721010,4
1930110,9721011,4
1930110,9730010,4
1930110,9730011,4
1930110,9731010,4
1930110,9731011,4
1930111,1931101,4
1930111,9210110,4
1930111,9210111,4
1930111,9211110,4
1930111,9211111,4
1930111,9230110,4
1930111,9230111,4
1930111,9231110,4
1930111,9231111,4
1930111,9710010,4
1930111,9710011,4
1930111,9711010,4
1930111,9711011,4
1930111,9720010,4
1930111,9720011,4
1930111,9721010,4
1930111,9721011,4
1930111,9730010,4
1930111,9730011,4
1930111,9731010,4
1930111,9731011,4
1931010,9221010,4
1931010,9221011,4
1931010,9221110,4
1931010,9221111,4
1931010,9710010,4
1931010,9710011,4
1931010,9710110,4
1931010,9710111,4
1931010,9720010,4
1931010,9720011,4
1931010,9720110,4
1931010,9720111,4
1931010,9730010,4
1931010,9730011,4
1931010,9730110,4
1931010,9730111,4
1931011,9221010,4
1931011,9221011,4
1931011,9221110,4
1931011,9221111,4
1931011,9710010,4
1931011,9710011,4
1931011,9710110,4
1931011,9710111,4
1931011,9720010,4
1931011,9720011,4
1931011,9720110,4
1931011,9720111,4
1931011,9730010,4
1931011,9730011,4
1931011,9730110,4
1931011,9730111,4
1931110,9210110,4
1931110,9210111,4
1931110,9221010,4
1931110,9221011,4
1931110,9230110,4
1931110,9230111,4
1931110,9710010,4
1931110,9710011,4
1931110,9720010,4
1931110,9720011,4
