Source,Target,Value
1831101,9921111,2
1831101,9930101,2
1831101,9930111,2
1831101,9931101,2
1831101,9931111,2
1831110,9110010,2
1831110,9110011,2
1831110,9111010,2
1831110,9111011,2
1831110,9120010,2
1831110,9120011,2
1831110,9121010,2
1831110,9121011,2
1831110,9130010,2
1831110,9130011,2
1831110,9131010,2
1831110,9131011,2
1831111,9110001,2
1831111,9110010,2
1831111,9111001,2
1831111,9111010,2
1831111,9120001,2
1831111,9120010,2
1831111,9121001,2
1831111,9121010,2
1831111,9130001,2
1831111,9130010,2
1831111,9131001,2
1831111,9131010,2
1831111,9910101,2
1831111,9910111,2
1831111,9911101,2
1831111,9911111,2
1831111,9920101,2
1831111,9920111,2
1831111,9921101,2
1831111,9921111,2
1831111,9930101,2
1831111,9930111,2
1831111,9931101,2
1831111,9931111,2
1910001,1910011,2
1910001,1910101,2
1910001,1910111,2
1910001,1911001,2
1910001,1911011,2
1910001,1911101,2
1910001,1911111,2
1910001,1920001,2
1910001,1920011,2
1910001,1920101,2
1910001,1920111,2
1910001,1921001,2
1910001,1921011,2
1910001,1921101,2
1910001,1921111,2
1910010,9210010,2
1910010,9210011,2
1910010,9210110,2
1910010,9210111,2
1910010,9211010,2
1910010,9211011,2
1910010,9211110,2
1910010,9211111,2
1910010,9220010,2
1910010,9220011,2
1910010,9220110,2
1910010,9220111,2
1910010,9221010,2
1910010,9221011,2
1910010,9221110,2
1910010,9221111,2
1910010,9230010,2
1910010,9230011,2
1910010,9230110,2
1910010,9230111,2
1910010,9231010,2
1910010,9231011,2
1910010,9231110,2
1910010,9231111,2
1910011,1910101,2
1910011,1911001,2
1910011,1911101,2
1910011,1920001,2
1910011,1920101,2
1910011,1921001,2
1910011,1921101,2
1910011,9210010,2
1910011,9210110,2
1910011,9211010,2
1910011,9211110,2
1910011,9220010,2
1910011,9220110,2
1910011,9221010,2
1910011,9221110,2
1910011,9230010,2
1910011,9230110,2
1910011,9231010,2
1910011,9231110,2
1910100,1910101,2
1910100,1910110,2
1910100,1910111,2
1910100,1911100,2
1910100,1911101,2
1910100,1911110,2
1910100,1911111,2
1910100,1920100,2
1910100,1920101,2
1910100,1920110,2
1910100,1920111,2
1910100,1921100,2
1910100,1921101,2
1910100,1921110,2
1910100,1921111,2
1910100,1930100,2
1910100,1930101,2
1910100,1930110,2
1910100,1930111,2
1910100,1931100,2
1910100,1931101,2
1910100,1931110,2
1910100,1931111,2
1910100,9210100,2
1910100,9210101,2
1910100,9210110,2
1910100,9210111,2
1910100,9211100,2
1910100,9211101,2
1910100,9211110,2
1910100,9211111,2
1910100,9220100,2
1910100,9220101,2
1910100,9220110,2
1910100,9220111,2
1910100,9221100,2
1910100,9221101,2
1910100,9221110,2
1910100,9221111,2
1910100,9230100,2
1910100,9230101,2
1910100,9230110,2
1910100,9230111,2
1910100,9231100,2
1910100,9231101,2
1910100,9231110,2
1910100,9231111,2
1910101,1910110,2
1910101,1911001,2
1910101,1911011,2
1910101,1911100,2
1910101,1911110,2
1910101,1920001,2
1910101,1920011,2
1910101,1920100,2
1910101,1920110,2
1910101,1921001,2
1910101,1921011,2
1910101,1921100,2
1910101,1921110,2
1910101,1930100,2
1910101,1930110,2
1910101,1931100,2
1910101,1931110,2
1910101,9210100,2
1910101,9210110,2
1910101,9211100,2
1910101,9211110,2
1910101,9220100,2
1910101,9220110,2
1910101,9221100,2
1910101,9221110,2
1910101,9230100,2
1910101,9230110,2
1910101,9231100,2
1910101,9231110,2
1910110,1911100,2
1910110,1911101,2
1910110,1920100,2
1910110,1920101,2
1910110,1921100,2
1910110,1921101,2
1910110,1930100,2
1910110,1930101,2
1910110,1931100,2
1910110,1931101,2
1910110,9210010,2
1910110,9210011,2
1910110,9210100,2
1910110,9210101,2
1910110,9211010,2
1910110,9211011,2
1910110,9211100,2
1910110,9211101,2
1910110,9220010,2
1910110,9220011,2
1910110,9220100,2
1910110,9220101,2
1910110,9221010,2
1910110,9221011,2
1910110,9221100,2
1910110,9221101,2
1910110,9230010,2
1910110,9230011,2
1910110,9230100,2
1910110,9230101,2
1910110,9231010,2
1910110,9231011,2
1910110,9231100,2
1910110,9231101,2
1910111,1911001,2
1910111,1911100,2
1910111,1920001,2
1910111,1920100,2
1910111,1921001,2
1910111,1921100,2
1910111,1930100,2
1910111,1931100,2
1910111,9210010,2
1910111,9210100,2
1910111,9211010,2
1910111,9211100,2
1910111,9220010,2
1910111,9220100,2
1910111,9221010,2
1910111,9221100,2
1910111,9230010,2
1910111,9230100,2
1910111,9231010,2
1910111,9231100,2
1911001,1920001,2
1911001,1920011,2
1911001,1920101,2
1911001,1920111,2
1911001,1931001,2
1911001,1931011,2
1911001,1931101,2
1911001,1931111,2
1911001,9211001,2
1911001,9211011,2
1911001,9211101,2
1911001,9211111,2
1911001,9221001,2
1911001,9221011,2
1911001,9221101,2
1911001,9221111,2
1911001,9231001,2
1911001,9231011,2
1911001,9231101,2
1911001,9231111,2
1911010,9210010,2
1911010,9210011,2
1911010,9210110,2
1911010,9210111,2
1911010,9220010,2
1911010,9220011,2
1911010,9220110,2
1911010,9220111,2
1911010,9230010,2
1911010,9230011,2
1911010,9230110,2
1911010,9230111,2
1911011,1920001,2
1911011,1920101,2
1911011,1931001,2
1911011,1931101,2
1911011,9210010,2
1911011,9210110,2
1911011,9211001,2
1911011,9211101,2
1911011,9220010,2
1911011,9220110,2
1911011,9221001,2
1911011,9221101,2
1911011,9230010,2
1911011,9230110,2
1911011,9231001,2
1911011,9231101,2
1911100,1920100,2
1911100,1920101,2
1911100,1920110,2
1911100,1920111,2
1911100,1930100,2
1911100,1930101,2
1911100,1930110,2
1911100,1930111,2
1911100,9210100,2
1911100,9210101,2
1911100,9210110,2
1911100,9210111,2
1911100,9220100,2
1911100,9220101,2
1911100,9220110,2
1911100,9220111,2
1911100,9230100,2
1911100,9230101,2
1911100,9230110,2
1911100,9230111,2
1911100,9711100,2
1911100,9711101,2
1911100,9711110,2
1911100,9711111,2
1911100,9721100,2
1911100,9721101,2
1911100,9721110,2
1911100,9721111,2
1911100,9731100,2
1911100,9731101,2
1911100,9731110,2
1911100,9731111,2
1911101,1920001,2
1911101,1920011,2
1911101,1920100,2
1911101,1920110,2
1911101,1930100,2
1911101,1930110,2
1911101,1931001,2
1911101,1931011,2
1911101,9210100,2
1911101,9210110,2
1911101,9211001,2
1911101,9211011,2
1911101,9220100,2
1911101,9220110,2
1911101,9221001,2
1911101,9221011,2
1911101,9230100,2
1911101,9230110,2
1911101,9231001,2
1911101,9231011,2
1911101,9711100,2
1911101,9711101,2
1911101,9711110,2
1911101,9711111,2
1911101,9721100,2
1911101,9721101,2
1911101,9721110,2
1911101,9721111,2
1911101,9731100,2
1911101,9731101,2
1911101,9731110,2
1911101,9731111,2
1911110,1920100,2
1911110,1920101,2
1911110,1930100,2
1911110,1930101,2
1911110,9210010,2
1911110,9210011,2
1911110,9210100,2
1911110,9210101,2
1911110,9220010,2
1911110,9220011,2
1911110,9220100,2
1911110,9220101,2
1911110,9230010,2
1911110,9230011,2
1911110,9230100,2
1911110,9230101,2
1911110,9711100,2
1911110,9711101,2
1911110,9721100,2
1911110,9721101,2
1911110,9731100,2
1911110,9731101,2
1911111,1920001,2
1911111,1920100,2
1911111,1930100,2
1911111,1931001,2
1911111,9210010,2
1911111,9210100,2
1911111,9211001,2
1911111,9220010,2
1911111,9220100,2
1911111,9221001,2
1911111,9230010,2
1911111,9230100,2
1911111,9231001,2
1911111,9711100,2
1911111,9711101,2
1911111,9721100,2
1911111,9721101,2
1911111,9731100,2
1911111,9731101,2
1920001,1920011,2
1920001,1920101,2
1920001,1920111,2
1920001,1921001,2
1920001,1921011,2
1920001,1921101,2
1920001,1921111,2
1920010,9210010,2
1920010,9210011,2
1920010,9210110,2
1920010,9210111,2
1920010,9211010,2
1920010,9211011,2
1920010,9211110,2
1920010,9211111,2
1920010,9220010,2
1920010,9220011,2
1920010,9220110,2
1920010,9220111,2
1920010,9221010,2
1920010,9221011,2
1920010,9221110,2
1920010,9221111,2
1920010,9230010,2
1920010,9230011,2
1920010,9230110,2
1920010,9230111,2
1920010,9231010,2
1920010,9231011,2
1920010,9231110,2
1920010,9231111,2
1920011,1920101,2
1920011,1921001,2
1920011,1921101,2
1920011,9210010,2
1920011,9210110,2
1920011,9211010,2
1920011,9211110,2
1920011,9220010,2
1920011,9220110,2
1920011,9221010,2
1920011,9221110,2
1920011,9230010,2
1920011,9230110,2
1920011,9231010,2
1920011,9231110,2
1920100,1920101,2
1920100,1920110,2
1920100,1920111,2
1920100,1921100,2
1920100,1921101,2
1920100,1921110,2
1920100,1921111,2
1920100,1930100,2
1920100,1930101,2
1920100,1930110,2
1920100,1930111,2
1920100,1931100,2
1920100,1931101,2
1920100,1931110,2
1920100,1931111,2
1920100,9210100,2
1920100,9210101,2
1920100,9210110,2
1920100,9210111,2
1920100,9211100,2
1920100,9211101,2
1920100,9211110,2
1920100,9211111,2
1920100,9220100,2
1920100,9220101,2
1920100,9220110,2
1920100,9220111,2
1920100,9221100,2
1920100,9221101,2
1920100,9221110,2
1920100,9221111,2
1920100,9230100,2
1920100,9230101,2
1920100,9230110,2
1920100,9230111,2
1920100,9231100,2
1920100,9231101,2
1920100,9231110,2
1920100,9231111,2
1920101,1920110,2
1920101,1921001,2
1920101,1921011,2
1920101,1921100,2
1920101,1921110,2
1920101,1930100,2
1920101,1930110,2
1920101,1931100,2
1920101,1931110,2
1920101,9210100,2
1920101,9210110,2
1920101,9211100,2
1920101,9211110,2
1920101,9220100,2
1920101,9220110,2
1920101,9221100,2
1920101,9221110,2
1920101,9230100,2
1920101,9230110,2
1920101,9231100,2
1920101,9231110,2
1920110,1921100,2
1920110,1921101,2
1920110,1930100,2
1920110,1930101,2
1920110,1931100,2
1920110,1931101,2
1920110,9210010,2
1920110,9210011,2
1920110,9210100,2
1920110,9210101,2
1920110,9211010,2
1920110,9211011,2
1920110,9211100,2
1920110,9211101,2
1920110,9220010,2
1920110,9220011,2
1920110,9220100,2
1920110,9220101,2
1920110,9221010,2
1920110,9221011,2
1920110,9221100,2
1920110,9221101,2
1920110,9230010,2
1920110,9230011,2
1920110,9230100,2
1920110,9230101,2
1920110,9231010,2
1920110,9231011,2
1920110,9231100,2
1920110,9231101,2
1920111,1921001,2
1920111,1921100,2
1920111,1930100,2
1920111,1931100,2
1920111,9210010,2
1920111,9210100,2
1920111,9211010,2
1920111,9211100,2
1920111,9220010,2
1920111,9220100,2
1920111,9221010,2
1920111,9221100,2
1920111,9230010,2
1920111,9230100,2
1920111,9231010,2
1920111,9231100,2
1921001,1931001,2
1921001,1931011,2
1921001,1931101,2
1921001,1931111,2
1921001,9211001,2
1921001,9211011,2
1921001,9211101,2
1921001,9211111,2
1921001,9221001,2
1921001,9221011,2
1921001,9221101,2
1921001,9221111,2
1921001,9231001,2
1921001,9231011,2
1921001,9231101,2
1921001,9231111,2
1921010,9210010,2
1921010,9210011,2
1921010,9210110,2
1921010,9210111,2
1921010,9220010,2
1921010,9220011,2
1921010,9220110,2
1921010,9220111,2
1921010,9230010,2
1921010,9230011,2
1921010,9230110,2
1921010,9230111,2
1921011,1931001,2
1921011,1931101,2
1921011,9210010,2
1921011,9210110,2
1921011,9211001,2
1921011,9211101,2
1921011,9220010,2
1921011,9220110,2
1921011,9221001,2
1921011,9221101,2
1921011,9230010,2
1921011,9230110,2
1921011,9231001,2
1921011,9231101,2
1921100,1930100,2
1921100,1930101,2
1921100,1930110,2
1921100,1930111,2
1921100,9210100,2
1921100,9210101,2
1921100,9210110,2
1921100,9210111,2
1921100,9220100,2
1921100,9220101,2
1921100,9220110,2
1921100,9220111,2
1921100,9230100,2
1921100,9230101,2
1921100,9230110,2
1921100,9230111,2
1921100,9711100,2
1921100,9711101,2
1921100,9711110,2
1921100,9711111,2
1921100,9721100,2
1921100,9721101,2
1921100,9721110,2
1921100,9721111,2
1921100,9731100,2
1921100,9731101,2
1921100,9731110,2
1921100,9731111,2
1921101,1930100,2
1921101,1930110,2
1921101,1931001,2
1921101,1931011,2
1921101,9210100,2
1921101,9210110,2
1921101,9211001,2
1921101,9211011,2
1921101,9220100,2
1921101,9220110,2
1921101,9221001,2
1921101,9221011,2
1921101,9230100,2
1921101,9230110,2
1921101,9231001,2
1921101,9231011,2
1921101,9711100,2
1921101,9711101,2
1921101,9711110,2
1921101,9711111,2
1921101,9721100,2
1921101,9721101,2
1921101,9721110,2
1921101,9721111,2
1921101,9731100,2
1921101,9731101,2
1921101,9731110,2
1921101,9731111,2
1921110,1930100,2
1921110,1930101,2
1921110,9210010,2
1921110,9210011,2
1921110,9210100,2
1921110,9210101,2
1921110,9220010,2
1921110,9220011,2
1921110,9220100,2
1921110,9220101,2
1921110,9230010,2
1921110,9230011,2
1921110,9230100,2
1921110,9230101,2
1921110,9711100,2
1921110,9711101,2
1921110,9721100,2
1921110,9721101,2
1921110,9731100,2
1921110,9731101,2
1921111,1930100,2
1921111,1931001,2
1921111,9210010,2
1921111,9210100,2
1921111,9211001,2
1921111,9220010,2
1921111,9220100,2
1921111,9221001,2
1921111,9230010,2
1921111,9230100,2
1921111,9231001,2
1921111,9711100,2
1921111,9711101,2
1921111,9721100,2
1921111,9721101,2
1921111,9731100,2
1921111,9731101,2
1930001,1930011,2
1930001,1930101,2
1930001,1930111,2
1930001,1931001,2
1930001,1931011,2
1930001,1931101,2
1930001,1931111,2
1930010,9210010,2
1930010,9210011,2
1930010,9210110,2
1930010,9210111,2
1930010,9211010,2
1930010,9211011,2
1930010,9211110,2
1930010,9211111,2
1930010,9230010,2
1930010,9230011,2
1930010,9230110,2
1930010,9230111,2
1930010,9231010,2
1930010,9231011,2
1930010,9231110,2
1930010,9231111,2
1930011,1930101,2
1930011,1931001,2
1930011,1931101,2
1930011,9210010,2
1930011,9210011,2
1930011,9210110,2
1930011,9210111,2
1930011,9211010,2
1930011,9211011,2
1930011,9211110,2
1930011,9211111,2
1930011,9230010,2
1930011,9230011,2
1930011,9230110,2
1930011,9230111,2
1930011,9231010,2
1930011,9231011,2
1930011,9231110,2
1930011,9231111,2
1930100,1930101,2
1930100,1930110,2
1930100,1930111,2
1930100,1931100,2
1930100,1931101,2
1930100,1931110,2
1930100,1931111,2
1930100,9210100,2
1930100,9210101,2
1930100,9210110,2
1930100,9210111,2
1930100,9211100,2
1930100,9211101,2
1930100,9211110,2
1930100,9211111,2
1930100,9220100,2
1930100,9220101,2
1930100,9220110,2
1930100,9220111,2
1930100,9221100,2
1930100,9221101,2
1930100,9221110,2
1930100,9221111,2
1930100,9230100,2
1930100,9230101,2
1930100,9230110,2
1930100,9230111,2
1930100,9231100,2
1930100,9231101,2
1930100,9231110,2
1930100,9231111,2
1930101,1930110,2
1930101,1931001,2
1930101,1931011,2
1930101,1931100,2
1930101,1931110,2
1930101,9210100,2
1930101,9210101,2
1930101,9210110,2
1930101,9210111,2
1930101,9211100,2
1930101,9211101,2
1930101,9211110,2
1930101,9211111,2
1930101,9220100,2
1930101,9220101,2
1930101,9220110,2
1930101,9220111,2
1930101,9221100,2
1930101,9221101,2
1930101,9221110,2
1930101,9221111,2
1930101,9230100,2
1930101,9230101,2
1930101,9230110,2
1930101,9230111,2
1930101,9231100,2
1930101,9231101,2
1930101,9231110,2
1930101,9231111,2
1930110,1931100,2
1930110,1931101,2
1930110,9210010,2
1930110,9210011,2
1930110,9210100,2
1930110,9210101,2
1930110,9211010,2
1930110,9211011,2
1930110,9211100,2
1930110,9211101,2
1930110,9220100,2
1930110,9220101,2
1930110,9221100,2
1930110,9221101,2
1930110,9230010,2
1930110,9230011,2
1930110,9230100,2
1930110,9230101,2
1930110,9231010,2
1930110,9231011,2
1930110,9231100,2
1930110,9231101,2
1930111,1931001,2
1930111,1931100,2
1930111,9210010,2
1930111,9210011,2
1930111,9210100,2
1930111,9210101,2
1930111,9211010,2
1930111,9211011,2
1930111,9211100,2
1930111,9211101,2
1930111,9220100,2
1930111,9220101,2
1930111,9221100,2
1930111,9221101,2
1930111,9230010,2
1930111,9230011,2
1930111,9230100,2
1930111,9230101,2
1930111,9231010,2
1930111,9231011,2
1930111,9231100,2
1930111,9231101,2
1931010,9210010,2
1931010,9210011,2
1931010,9210110,2
1931010,9210111,2
1931010,9230010,2
1931010,9230011,2
1931010,9230110,2
1931010,9230111,2
1931011,9210010,2
1931011,9210011,2
1931011,9210110,2
1931011,9210111,2
1931011,9230010,2
1931011,9230011,2
1931011,9230110,2
1931011,9230111,2
1931100,9210100,2
1931100,9210101,2
1931100,9210110,2
1931100,9210111,2
1931100,9220100,2
1931100,9220101,2
1931100,9220110,2
1931100,9220111,2
1931100,9230100,2
1931100,9230101,2
1931100,9230110,2
1931100,9230111,2
1931100,9711100,2
1931100,9711101,2
1931100,9711110,2
1931100,9711111,2
1931100,9721100,2
1931100,9721101,2
1931100,9721110,2
1931100,9721111,2
1931100,9731100,2
1931100,9731101,2
1931100,9731110,2
1931100,9731111,2
1931101,9210100,2
1931101,9210101,2
1931101,9210110,2
1931101,9210111,2
1931101,9220100,2
1931101,9220101,2
1931101,9220110,2
1931101,9220111,2
1931101,9230100,2
1931101,9230101,2
1931101,9230110,2
1931101,9230111,2
1931101,9711100,2
1931101,9711101,2
1931101,9711110,2
1931101,9711111,2
1931101,9721100,2
1931101,9721101,2
1931101,9721110,2
1931101,9721111,2
1931101,9731100,2
1931101,9731101,2
1931101,9731110,2
1931101,9731111,2
1931110,9210010,2
1931110,9210011,2
1931110,9210100,2
1931110,9210101,2
1931110,9220100,2
1931110,9220101,2
1931110,9230010,2
1931110,9230011,2
1931110,9230100,2
1931110,9230101,2
1931110,9711100,2
1931110,9711101,2
1931110,9721100,2
1931110,9721101,2
1931110,9731100,2
1931110,9731101,2
1931111,9210010,2
1931111,9210011,2
1931111,9210100,2
1931111,9210101,2
1931111,9220100,2
1931111,9220101,2
1931111,9230010,2
1931111,9230011,2
1931111,9230100,2
1931111,9230101,2
1931111,9711100,2
1931111,9711101,2
1931111,9721100,2
1931111,9721101,2
1931111,9731100,2
1931111,9731101,2
2110011,2110111,2
2110011,2111011,2
2110011,2111111,2
2110011,2120011,2
2110011,2120111,2
2110011,2121011,2
2110011,2121111,2
2110011,2130011,2
2110011,2130111,2
2110011,2131011,2
2110011,2131111,2
2110111,2111011,2
2110111,2120011,2
2110111,2121011,2
2110111,2130011,2
2110111,2131011,2
2111000,2111001,2
2111000,2111010,2
2111000,2111011,2
2111000,2111100,2
2111000,2111101,2
2111000,2111110,2
2111000,2111111,2
2111000,2121000,2
2111000,2121001,2
2111000,2121010,2
2111000,2121011,2
2111000,2121100,2
2111000,2121101,2
2111000,2121110,2
2111000,2121111,2
2111000,2131000,2
2111000,2131001,2
2111000,2131010,2
2111000,2131011,2
2111000,2131100,2
2111000,2131101,2
2111000,2131110,2
2111000,2131111,2
2111001,2111010,2
2111001,2111100,2
2111001,2111110,2
2111001,2121000,2
2111001,2121010,2
2111001,2121100,2
2111001,2121110,2
2111001,2131000,2
2111001,2131010,2
2111001,2131100,2
2111001,2131110,2
2111010,2111100,2
2111010,2111101,2
2111010,2121000,2
2111010,2121001,2
2111010,2121100,2
2111010,2121101,2
2111010,2131000,2
2111010,2131001,2
2111010,2131100,2
2111010,2131101,2
2111011,2111100,2
2111011,2120011,2
2111011,2120111,2
2111011,2121000,2
2111011,2121100,2
2111011,2130011,2
2111011,2130111,2
2111011,2131000,2
2111011,2131100,2
2111100,2121000,2
2111100,2121001,2
2111100,2121010,2
2111100,2121011,2
2111100,2131000,2
2111100,2131001,2
2111100,2131010,2
2111100,2131011,2
2111101,2121000,2
2111101,2121010,2
2111101,2131000,2
2111101,2131010,2
2111110,2121000,2
2111110,2121001,2
2111110,2131000,2
2111110,2131001,2
2111111,2120011,2
2111111,2121000,2
2111111,2130011,2
2111111,2131000,2
2120011,2120111,2
2120011,2121011,2
2120011,2121111,2
2120011,2130011,2
2120011,2130111,2
2120011,2131011,2
2120011,2131111,2
2120111,2121011,2
2120111,2130011,2
2120111,2131011,2
2121000,2121001,2
2121000,2121010,2
2121000,2121011,2
2121000,2121100,2
2121000,2121101,2
2121000,2121110,2
2121000,2121111,2
2121000,2131000,2
2121000,2131001,2
2121000,2131010,2
2121000,2131011,2
2121000,2131100,2
2121000,2131101,2
2121000,2131110,2
2121000,2131111,2
2121001,2121010,2
2121001,2121100,2
2121001,2121110,2
2121001,2131000,2
2121001,2131010,2
2121001,2131100,2
2121001,2131110,2
2121010,2121100,2
2121010,2121101,2
2121010,2131000,2
2121010,2131001,2
2121010,2131100,2
2121010,2131101,2
2121011,2121100,2
2121011,2130011,2
2121011,2130111,2
2121011,2131000,2
2121011,2131100,2
2121100,2131000,2
2121100,2131001,2
2121100,2131010,2
2121100,2131011,2
2121101,2131000,2
2121101,2131010,2
2121110,2131000,2
2121110,2131001,2
2121111,2130011,2
2121111,2131000,2
2130011,2130111,2
2130011,2131011,2
2130011,2131111,2
2130111,2131011,2
2131000,2131001,2
2131000,2131010,2
2131000,2131011,2
2131000,2131100,2
2131000,2131101,2
2131000,2131110,2
2131000,2131111,2
2131001,2131010,2
2131001,2131100,2
2131001,2131110,2
2131010,2131100,2
2131010,2131101,2
2131011,2131100,2
2210010,2320010,2
2210010,2320011,2
2210010,2320110,2
2210010,2320111,2
2210010,2321010,2
2210010,2321011,2
2210010,2321110,2
2210010,2321111,2
2210011,2320010,2
2210011,2320011,2
2210011,2320110,2
2210011,2320111,2
2210011,2321010,2
2210011,2321011,2
2210011,2321110,2
2210011,2321111,2
2210110,2310110,2
2210110,2310111,2
2210110,2311110,2
2210110,2311111,2
2210110,2320010,2
2210110,2320011,2
2210110,2321010,2
2210110,2321011,2
2210110,2330110,2
2210110,2330111,2
2210110,2331110,2
2210110,2331111,2
2210111,2310110,2
2210111,2310111,2
2210111,2311110,2
2210111,2311111,2
2210111,2320010,2
2210111,2320011,2
2210111,2321010,2
2210111,2321011,2
2210111,2330110,2
2210111,2330111,2
2210111,2331110,2
2210111,2331111,2
2211000,2611000,2
2211000,2611001,2
2211000,2611010,2
2211000,2611011,2
2211000,2611100,2
2211000,2611101,2
2211000,2611110,2
2211000,2611111,2
2211000,2631000,2
2211000,2631001,2
2211000,2631010,2
2211000,2631011,2
2211000,2631100,2
2211000,2631101,2
2211000,2631110,2
2211000,2631111,2
2211001,2611000,2
2211001,2611001,2
2211001,2611010,2
2211001,2611011,2
2211001,2631000,2
2211001,2631001,2
2211001,2631010,2
2211001,2631011,2
2211010,2310110,2
2211010,2310111,2
2211010,2320010,2
2211010,2320011,2
2211010,2330110,2
2211010,2330111,2
2211010,2611000,2
2211010,2611001,2
2211010,2611010,2
2211010,2611011,2
2211010,2631000,2
2211010,2631001,2
2211010,2631010,2
2211010,2631011,2
2211011,2310110,2
2211011,2310111,2
2211011,2320010,2
2211011,2320011,2
2211011,2330110,2
2211011,2330111,2
2211011,2611000,2
2211011,2611001,2
2211011,2611010,2
2211011,2611011,2
2211011,2631000,2
2211011,2631001,2
2211011,2631010,2
2211011,2631011,2
2211100,2611000,2
2211100,2611001,2
2211100,2611010,2
2211100,2611011,2
2211100,2631000,2
2211100,2631001,2
2211100,2631010,2
2211100,2631011,2
2211101,2611000,2
2211101,2611001,2
2211101,2611010,2
2211101,2611011,2
2211101,2631000,2
2211101,2631001,2
2211101,2631010,2
2211101,2631011,2
2211110,2310110,2
2211110,2310111,2
2211110,2320010,2
2211110,2320011,2
2211110,2330110,2
2211110,2330111,2
2211110,2611000,2
2211110,2611001,2
2211110,2611010,2
2211110,2611011,2
2211110,2631000,2
2211110,2631001,2
2211110,2631010,2
2211110,2631011,2
2211111,2310110,2
2211111,2310111,2
2211111,2320010,2
2211111,2320011,2
2211111,2330110,2
2211111,2330111,2
2211111,2611000,2
2211111,2611001,2
2211111,2611010,2
2211111,2611011,2
2211111,2631000,2
2211111,2631001,2
2211111,2631010,2
2211111,2631011,2
2220010,2320010,2
2220010,2320011,2
2220010,2320110,2
2220010,2320111,2
2220010,2321010,2
2220010,2321011,2
2220010,2321110,2
2220010,2321111,2
2220011,2310110,2
2220011,2310111,2
2220011,2311110,2
2220011,2311111,2
2220011,2320010,2
2220011,2320011,2
2220011,2321010,2
2220011,2321011,2
2220011,2330110,2
2220011,2330111,2
2220011,2331110,2
2220011,2331111,2
2220110,2310110,2
2220110,2310111,2
2220110,2311110,2
2220110,2311111,2
2220110,2320010,2
2220110,2320011,2
2220110,2321010,2
2220110,2321011,2
2220110,2330110,2
2220110,2330111,2
2220110,2331110,2
2220110,2331111,2
2220111,2310110,2
2220111,2310111,2
2220111,2311110,2
2220111,2311111,2
2220111,2320010,2
2220111,2320011,2
2220111,2321010,2
2220111,2321011,2
2220111,2330110,2
2220111,2330111,2
2220111,2331110,2
2220111,2331111,2
2221010,2310110,2
2221010,2310111,2
2221010,2320010,2
2221010,2320011,2
2221010,2330110,2
2221010,2330111,2
2221011,2310110,2
2221011,2310111,2
2221011,2320010,2
2221011,2320011,2
2221011,2330110,2
2221011,2330111,2
2221110,2310110,2
2221110,2310111,2
2221110,2320010,2
2221110,2320011,2
2221110,2330110,2
2221110,2330111,2
2221111,2310110,2
2221111,2310111,2
2221111,2320010,2
2221111,2320011,2
2221111,2330110,2
2221111,2330111,2
2230010,2320010,2
2230010,2320011,2
2230010,2320110,2
2230010,2320111,2
2230010,2321010,2
2230010,2321011,2
2230010,2321110,2
2230010,2321111,2
2230011,2320010,2
2230011,2320011,2
2230011,2320110,2
2230011,2320111,2
2230011,2321010,2
2230011,2321011,2
2230011,2321110,2
2230011,2321111,2
2230110,2310110,2
2230110,2310111,2
2230110,2311110,2
2230110,2311111,2
2230110,2320010,2
2230110,2320011,2
2230110,2321010,2
2230110,2321011,2
2230110,2330110,2
2230110,2330111,2
2230110,2331110,2
2230110,2331111,2
2230111,2310110,2
2230111,2310111,2
2230111,2311110,2
2230111,2311111,2
2230111,2320010,2
2230111,2320011,2
2230111,2321010,2
2230111,2321011,2
2230111,2330110,2
2230111,2330111,2
2230111,2331110,2
2230111,2331111,2
2231000,2611000,2
2231000,2611001,2
2231000,2611010,2
2231000,2611011,2
2231000,2611100,2
2231000,2611101,2
2231000,2611110,2
2231000,2611111,2
2231000,2631000,2
2231000,2631001,2
2231000,2631010,2
2231000,2631011,2
2231000,2631100,2
2231000,2631101,2
2231000,2631110,2
2231000,2631111,2
2231001,2611000,2
2231001,2611001,2
2231001,2611010,2
2231001,2611011,2
2231001,2611100,2
2231001,2611101,2
2231001,2611110,2
2231001,2611111,2
2231001,2631000,2
2231001,2631001,2
2231001,2631010,2
2231001,2631011,2
2231001,2631100,2
2231001,2631101,2
2231001,2631110,2
2231001,2631111,2
2231010,2320010,2
2231010,2320011,2
2231010,2320110,2
2231010,2320111,2
2231010,2611000,2
2231010,2611001,2
2231010,2611010,2
2231010,2611011,2
2231010,2611100,2
2231010,2611101,2
2231010,2611110,2
2231010,2611111,2
2231010,2631000,2
2231010,2631001,2
2231010,2631010,2
2231010,2631011,2
2231010,2631100,2
2231010,2631101,2
2231010,2631110,2
2231010,2631111,2
2231011,2320010,2
2231011,2320011,2
2231011,2320110,2
2231011,2320111,2
2231011,2611000,2
2231011,2611001,2
2231011,2611010,2
2231011,2611011,2
2231011,2611100,2
2231011,2611101,2
2231011,2611110,2
2231011,2611111,2
2231011,2631000,2
2231011,2631001,2
2231011,2631010,2
2231011,2631011,2
2231011,2631100,2
2231011,2631101,2
2231011,2631110,2
2231011,2631111,2
2231100,2611000,2
2231100,2611001,2
2231100,2611010,2
2231100,2611011,2
2231100,2631000,2
2231100,2631001,2
2231100,2631010,2
2231100,2631011,2
2231101,2611000,2
2231101,2611001,2
2231101,2611010,2
2231101,2611011,2
2231101,2631000,2
